pipeline_id,stage_name,job_name,status,timestamp,commit_id,branch,user,environment,job_duration_seconds,test_pass_rate,security_finding_count,lines_changed,error_category
PIPE-1037,Integration-Test,cart-service_integration-test_deve,Success,2026-08-05 08:23:43,cada2d,main,system_bot,development,103,0.99,0,124,None
PIPE-1038,Build,auth-service_build_prod,Success,2026-08-05 10:50:05,cf0bb8,main,saanvi_lead,production,245,0.99,1,118,None
PIPE-1038,Unit-Test,auth-service_unit-test_prod,Success,2026-08-05 10:52:04,cf0bb8,main,saanvi_lead,production,119,0.98,1,43,None
PIPE-1038,Security-Scan,auth-service_security-scan_prod,Success,2026-08-05 10:53:05,cf0bb8,main,saanvi_lead,production,61,0.97,0,638,None
PIPE-1038,Deploy,auth-service_deploy_prod,Success,2026-08-05 10:59:31,cf0bb8,main,saanvi_lead,production,386,1.0,1,277,None
PIPE-1038,Integration-Test,auth-service_integration-test_prod,Success,2026-08-05 11:07:50,cf0bb8,main,saanvi_lead,production,499,0.99,0,711,None
PIPE-1039,Build,payment-api_build_prod,Success,2026-08-05 13:37:36,ca1dd5,hotfix/payment-timeout,saanvi_lead,production,336,0.95,1,685,None
PIPE-1039,Unit-Test,payment-api_unit-test_prod,Success,2026-08-05 13:40:13,ca1dd5,hotfix/payment-timeout,saanvi_lead,production,157,0.98,1,673,None
PIPE-1039,Security-Scan,payment-api_security-scan_prod,Success,2026-08-05 13:47:43,ca1dd5,hotfix/payment-timeout,saanvi_lead,production,450,0.96,0,157,None
PIPE-1039,Deploy,payment-api_deploy_prod,Success,2026-08-05 13:56:14,ca1dd5,hotfix/payment-timeout,saanvi_lead,production,511,0.95,0,374,None
PIPE-1039,Integration-Test,payment-api_integration-test_prod,Success,2026-08-05 14:05:00,ca1dd5,hotfix/payment-timeout,saanvi_lead,production,526,0.97,0,305,None
PIPE-1040,Build,auth-service_build_prod,Success,2026-08-05 15:14:09,cacd07,feature/auth-refresh,system_bot,production,69,0.99,1,487,None
PIPE-1040,Unit-Test,auth-service_unit-test_prod,Success,2026-08-05 15:16:35,cacd07,feature/auth-refresh,system_bot,production,146,0.97,0,826,None
PIPE-1040,Security-Scan,auth-service_security-scan_prod,Success,2026-08-05 15:17:36,cacd07,feature/auth-refresh,system_bot,production,61,0.97,0,327,None
PIPE-1040,Deploy,auth-service_deploy_prod,Success,2026-08-05 15:21:56,cacd07,feature/auth-refresh,system_bot,production,260,0.98,1,719,None
PIPE-1040,Integration-Test,auth-service_integration-test_prod,Success,2026-08-05 15:26:00,cacd07,feature/auth-refresh,system_bot,production,244,0.97,0,498,None
PIPE-1041,Build,web-frontend_build_deve,Success,2026-08-05 16:40:10,cbb636,main,saanvi_lead,development,130,0.95,0,146,None
PIPE-1041,Unit-Test,web-frontend_unit-test_deve,Success,2026-08-05 16:49:12,cbb636,main,saanvi_lead,development,542,0.99,1,411,None
PIPE-1041,Security-Scan,web-frontend_security-scan_deve,Success,2026-08-05 16:57:19,cbb636,main,saanvi_lead,development,487,0.95,0,629,None
PIPE-1041,Deploy,web-frontend_deploy_deve,Success,2026-08-05 17:01:11,cbb636,main,saanvi_lead,development,232,0.99,0,192,None
PIPE-1041,Integration-Test,web-frontend_integration-test_deve,Success,2026-08-05 17:07:59,cbb636,main,saanvi_lead,development,408,0.99,0,406,None
PIPE-1042,Build,payment-api_build_prod,Failed,2026-08-05 19:51:14,ceab0b,release/v2.1,system_bot,production,494,0.85,3,768,NullPointerException
PIPE-1042,Unit-Test,payment-api_unit-test_prod,Skipped,2026-08-05 19:54:19,ceab0b,release/v2.1,system_bot,production,185,1.0,0,0,None
PIPE-1042,Security-Scan,payment-api_security-scan_prod,Skipped,2026-08-05 19:59:37,ceab0b,release/v2.1,system_bot,production,318,1.0,0,0,None
PIPE-1042,Deploy,payment-api_deploy_prod,Skipped,2026-08-05 20:07:17,ceab0b,release/v2.1,system_bot,production,460,1.0,0,0,None
PIPE-1042,Integration-Test,payment-api_integration-test_prod,Skipped,2026-08-05 20:08:40,ceab0b,release/v2.1,system_bot,production,83,1.0,0,0,None
PIPE-1043,Build,notification-worker_build_prod,Success,2026-08-05 21:48:49,c6787c,main,maya_eng,production,289,0.98,0,386,None
PIPE-1043,Unit-Test,notification-worker_unit-test_prod,Success,2026-08-05 21:53:59,c6787c,main,maya_eng,production,310,0.97,0,586,None
PIPE-1043,Security-Scan,notification-worker_security-scan_prod,Success,2026-08-05 21:54:46,c6787c,main,maya_eng,production,47,0.96,1,302,None
PIPE-1043,Deploy,notification-worker_deploy_prod,Failed,2026-08-05 22:02:42,c6787c,main,maya_eng,production,476,0.42,7,826,FlakyTest
PIPE-1043,Integration-Test,notification-worker_integration-test_prod,Skipped,2026-08-05 22:09:10,c6787c,main,maya_eng,production,388,1.0,0,0,None
PIPE-1044,Build,user-profile_build_prod,Success,2026-08-06 01:41:04,ce3684,main,saanvi_lead,production,424,0.99,1,235,None
PIPE-1044,Unit-Test,user-profile_unit-test_prod,Success,2026-08-06 01:44:21,ce3684,main,saanvi_lead,production,197,0.95,0,584,None
PIPE-1044,Security-Scan,user-profile_security-scan_prod,Success,2026-08-06 01:50:15,ce3684,main,saanvi_lead,production,354,0.98,0,235,None
PIPE-1044,Deploy,user-profile_deploy_prod,Failed,2026-08-06 01:54:37,ce3684,main,saanvi_lead,production,262,0.75,6,526,NullPointerException
PIPE-1044,Integration-Test,user-profile_integration-test_prod,Skipped,2026-08-06 01:56:15,ce3684,main,saanvi_lead,production,98,1.0,0,0,None
PIPE-1045,Build,inventory-db-migrator_build_prod,Success,2026-08-06 04:43:54,c87ab3,feature/auth-refresh,alex_dev,production,534,0.97,2,790,None
PIPE-1045,Unit-Test,inventory-db-migrator_unit-test_prod,Success,2026-08-06 04:46:38,c87ab3,feature/auth-refresh,alex_dev,production,164,0.95,2,332,None
PIPE-1045,Security-Scan,inventory-db-migrator_security-scan_prod,Success,2026-08-06 04:56:23,c87ab3,feature/auth-refresh,alex_dev,production,585,1.0,1,49,None
PIPE-1045,Deploy,inventory-db-migrator_deploy_prod,Success,2026-08-06 05:06:04,c87ab3,feature/auth-refresh,alex_dev,production,581,0.95,0,47,None
PIPE-1045,Integration-Test,inventory-db-migrator_integration-test_prod,Success,2026-08-06 05:12:16,c87ab3,feature/auth-refresh,alex_dev,production,372,0.95,0,46,None
PIPE-1046,Build,user-profile_build_prod,Success,2026-08-06 06:57:38,c2da6c,main,jordan_qa,production,158,0.97,0,707,None
PIPE-1046,Unit-Test,user-profile_unit-test_prod,Success,2026-08-06 07:03:45,c2da6c,main,jordan_qa,production,367,0.98,0,758,None
PIPE-1046,Security-Scan,user-profile_security-scan_prod,Success,2026-08-06 07:09:18,c2da6c,main,jordan_qa,production,333,0.99,0,362,None
PIPE-1046,Deploy,user-profile_deploy_prod,Success,2026-08-06 07:16:05,c2da6c,main,jordan_qa,production,407,1.0,0,676,None
PIPE-1046,Integration-Test,user-profile_integration-test_prod,Success,2026-08-06 07:23:51,c2da6c,main,jordan_qa,production,466,0.99,1,40,None
PIPE-1047,Build,inventory-db-migrator_build_prod,Success,2026-08-06 08:35:06,c8153d,main,glory_ops,production,126,0.99,0,304,None
PIPE-1047,Unit-Test,inventory-db-migrator_unit-test_prod,Success,2026-08-06 08:39:34,c8153d,main,glory_ops,production,268,0.97,0,369,None
PIPE-1047,Security-Scan,inventory-db-migrator_security-scan_prod,Success,2026-08-06 08:44:01,c8153d,main,glory_ops,production,267,0.95,1,476,None
PIPE-1047,Deploy,inventory-db-migrator_deploy_prod,Failed,2026-08-06 08:51:39,c8153d,main,glory_ops,production,458,0.83,7,421,SyntaxError
PIPE-1047,Integration-Test,inventory-db-migrator_integration-test_prod,Skipped,2026-08-06 08:57:58,c8153d,main,glory_ops,production,379,1.0,0,0,None
PIPE-1048,Build,notification-worker_build_deve,Success,2026-08-06 10:43:56,cacdff,hotfix/payment-timeout,jordan_qa,development,236,0.95,0,714,None
PIPE-1048,Unit-Test,notification-worker_unit-test_deve,Success,2026-08-06 10:45:02,cacdff,hotfix/payment-timeout,jordan_qa,development,66,0.95,3,236,None
PIPE-1048,Security-Scan,notification-worker_security-scan_deve,Success,2026-08-06 10:52:07,cacdff,hotfix/payment-timeout,jordan_qa,development,425,0.95,1,468,None
PIPE-1048,Deploy,notification-worker_deploy_deve,Success,2026-08-06 11:01:49,cacdff,hotfix/payment-timeout,jordan_qa,development,582,0.97,1,498,None
PIPE-1048,Integration-Test,notification-worker_integration-test_deve,Success,2026-08-06 11:03:12,cacdff,hotfix/payment-timeout,jordan_qa,development,83,0.99,0,809,None
PIPE-1049,Build,payment-api_build_deve,Success,2026-08-06 13:07:06,c5dcba,feature/auth-refresh,maya_eng,development,426,0.97,1,93,None
PIPE-1049,Unit-Test,payment-api_unit-test_deve,Success,2026-08-06 13:15:23,c5dcba,feature/auth-refresh,maya_eng,development,497,0.97,1,172,None
PIPE-1049,Security-Scan,payment-api_security-scan_deve,Success,2026-08-06 13:24:51,c5dcba,feature/auth-refresh,maya_eng,development,568,0.97,0,69,None
PIPE-1049,Deploy,payment-api_deploy_deve,Success,2026-08-06 13:32:45,c5dcba,feature/auth-refresh,maya_eng,development,474,0.95,0,36,None
PIPE-1049,Integration-Test,payment-api_integration-test_deve,Success,2026-08-06 13:36:48,c5dcba,feature/auth-refresh,maya_eng,development,243,0.96,0,837,None
PIPE-1050,Build,payment-api_build_prod,Success,2026-08-06 14:20:40,c2417d,main,maya_eng,production,280,0.98,0,840,None
PIPE-1050,Unit-Test,payment-api_unit-test_prod,Success,2026-08-06 14:29:45,c2417d,main,maya_eng,production,545,0.99,0,726,None
PIPE-1050,Security-Scan,payment-api_security-scan_prod,Success,2026-08-06 14:31:41,c2417d,main,maya_eng,production,116,0.98,0,504,None
PIPE-1050,Deploy,payment-api_deploy_prod,Success,2026-08-06 14:35:11,c2417d,main,maya_eng,production,210,0.98,1,401,None
PIPE-1050,Integration-Test,payment-api_integration-test_prod,Success,2026-08-06 14:39:29,c2417d,main,maya_eng,production,258,0.96,0,55,None
PIPE-1051,Build,inventory-db-migrator_build_prod,Success,2026-08-06 18:00:46,c64533,hotfix/payment-timeout,maya_eng,production,286,0.98,0,598,None
PIPE-1051,Unit-Test,inventory-db-migrator_unit-test_prod,Success,2026-08-06 18:03:26,c64533,hotfix/payment-timeout,maya_eng,production,160,0.97,1,131,None
PIPE-1051,Security-Scan,inventory-db-migrator_security-scan_prod,Success,2026-08-06 18:06:33,c64533,hotfix/payment-timeout,maya_eng,production,187,0.96,0,326,None
PIPE-1051,Deploy,inventory-db-migrator_deploy_prod,Success,2026-08-06 18:07:26,c64533,hotfix/payment-timeout,maya_eng,production,53,0.95,0,379,None
PIPE-1051,Integration-Test,inventory-db-migrator_integration-test_prod,Success,2026-08-06 18:12:34,c64533,hotfix/payment-timeout,maya_eng,production,308,0.98,1,392,None
PIPE-1052,Build,inventory-db-migrator_build_deve,Failed,2026-08-06 21:38:19,cac6b5,release/v2.1,jordan_qa,development,559,0.73,3,21,ContainerOOM
PIPE-1052,Unit-Test,inventory-db-migrator_unit-test_deve,Skipped,2026-08-06 21:40:30,cac6b5,release/v2.1,jordan_qa,development,131,1.0,0,0,None
PIPE-1052,Security-Scan,inventory-db-migrator_security-scan_deve,Skipped,2026-08-06 21:49:58,cac6b5,release/v2.1,jordan_qa,development,568,1.0,0,0,None
PIPE-1052,Deploy,inventory-db-migrator_deploy_deve,Skipped,2026-08-06 21:59:39,cac6b5,release/v2.1,jordan_qa,development,581,1.0,0,0,None
PIPE-1052,Integration-Test,inventory-db-migrator_integration-test_deve,Skipped,2026-08-06 22:05:24,cac6b5,release/v2.1,jordan_qa,development,345,1.0,0,0,None
PIPE-1053,Build,cart-service_build_prod,Success,2026-08-07 00:49:53,ca994c,hotfix/payment-timeout,maya_eng,production,353,0.97,0,732,None
PIPE-1053,Unit-Test,cart-service_unit-test_prod,Success,2026-08-07 00:59:46,ca994c,hotfix/payment-timeout,maya_eng,production,593,1.0,0,723,None
PIPE-1053,Security-Scan,cart-service_security-scan_prod,Success,2026-08-07 01:01:05,ca994c,hotfix/payment-timeout,maya_eng,production,79,0.97,0,341,None
PIPE-1053,Deploy,cart-service_deploy_prod,Success,2026-08-07 01:04:28,ca994c,hotfix/payment-timeout,maya_eng,production,203,0.99,0,741,None
PIPE-1053,Integration-Test,cart-service_integration-test_prod,Success,2026-08-07 01:11:16,ca994c,hotfix/payment-timeout,maya_eng,production,408,0.98,0,617,None
PIPE-1054,Build,auth-service_build_prod,Success,2026-08-07 02:55:19,c7dc9f,release/v2.1,system_bot,production,379,0.97,0,380,None
PIPE-1054,Unit-Test,auth-service_unit-test_prod,Success,2026-08-07 02:59:09,c7dc9f,release/v2.1,system_bot,production,230,0.96,0,561,None
PIPE-1054,Security-Scan,auth-service_security-scan_prod,Success,2026-08-07 03:00:14,c7dc9f,release/v2.1,system_bot,production,65,0.96,0,761,None
PIPE-1054,Deploy,auth-service_deploy_prod,Failed,2026-08-07 03:08:56,c7dc9f,release/v2.1,system_bot,production,522,0.57,2,384,ContainerOOM
PIPE-1054,Integration-Test,auth-service_integration-test_prod,Skipped,2026-08-07 03:14:33,c7dc9f,release/v2.1,system_bot,production,337,1.0,0,0,None
PIPE-1055,Build,web-frontend_build_prod,Success,2026-08-07 05:14:54,cb06ad,hotfix/payment-timeout,alex_dev,production,174,0.98,0,37,None
PIPE-1055,Unit-Test,web-frontend_unit-test_prod,Success,2026-08-07 05:16:44,cb06ad,hotfix/payment-timeout,alex_dev,production,110,0.95,0,469,None
PIPE-1055,Security-Scan,web-frontend_security-scan_prod,Success,2026-08-07 05:22:29,cb06ad,hotfix/payment-timeout,alex_dev,production,345,0.96,1,601,None
PIPE-1055,Deploy,web-frontend_deploy_prod,Success,2026-08-07 05:29:14,cb06ad,hotfix/payment-timeout,alex_dev,production,405,0.96,0,522,None
PIPE-1055,Integration-Test,web-frontend_integration-test_prod,Success,2026-08-07 05:35:11,cb06ad,hotfix/payment-timeout,alex_dev,production,357,0.96,0,696,None
PIPE-1056,Build,web-frontend_build_prod,Success,2026-08-07 06:58:20,c5ad17,main,alex_dev,production,200,0.98,0,343,None
PIPE-1056,Unit-Test,web-frontend_unit-test_prod,Success,2026-08-07 07:07:35,c5ad17,main,alex_dev,production,555,0.95,0,44,None
PIPE-1056,Security-Scan,web-frontend_security-scan_prod,Success,2026-08-07 07:11:37,c5ad17,main,alex_dev,production,242,0.95,0,700,None
PIPE-1056,Deploy,web-frontend_deploy_prod,Success,2026-08-07 07:15:47,c5ad17,main,alex_dev,production,250,0.97,0,260,None
PIPE-1056,Integration-Test,web-frontend_integration-test_prod,Success,2026-08-07 07:18:37,c5ad17,main,alex_dev,production,170,0.98,1,504,None
PIPE-1057,Build,cart-service_build_prod,Success,2026-08-07 10:07:52,c21f36,hotfix/payment-timeout,jordan_qa,production,352,0.96,0,350,None
PIPE-1057,Unit-Test,cart-service_unit-test_prod,Success,2026-08-07 10:10:45,c21f36,hotfix/payment-timeout,jordan_qa,production,173,0.96,0,504,None
PIPE-1057,Security-Scan,cart-service_security-scan_prod,Success,2026-08-07 10:12:55,c21f36,hotfix/payment-timeout,jordan_qa,production,130,0.98,1,423,None
PIPE-1057,Deploy,cart-service_deploy_prod,Success,2026-08-07 10:15:33,c21f36,hotfix/payment-timeout,jordan_qa,production,158,0.99,1,849,None
PIPE-1057,Integration-Test,cart-service_integration-test_prod,Success,2026-08-07 10:22:02,c21f36,hotfix/payment-timeout,jordan_qa,production,389,0.98,0,663,None
PIPE-1058,Build,web-frontend_build_stag,Success,2026-08-07 12:07:25,c89661,hotfix/payment-timeout,saanvi_lead,staging,205,0.99,1,498,None
PIPE-1058,Unit-Test,web-frontend_unit-test_stag,Success,2026-08-07 12:13:33,c89661,hotfix/payment-timeout,saanvi_lead,staging,368,0.99,1,491,None
PIPE-1058,Security-Scan,web-frontend_security-scan_stag,Success,2026-08-07 12:20:54,c89661,hotfix/payment-timeout,saanvi_lead,staging,441,0.97,1,831,None
PIPE-1058,Deploy,web-frontend_deploy_stag,Success,2026-08-07 12:29:13,c89661,hotfix/payment-timeout,saanvi_lead,staging,499,0.97,0,720,None
PIPE-1058,Integration-Test,web-frontend_integration-test_stag,Success,2026-08-07 12:32:20,c89661,hotfix/payment-timeout,saanvi_lead,staging,187,0.97,0,314,None
PIPE-1059,Build,auth-service_build_prod,Success,2026-08-07 14:42:47,cb33aa,release/v2.1,maya_eng,production,47,1.0,2,674,None
PIPE-1059,Unit-Test,auth-service_unit-test_prod,Success,2026-08-07 14:43:43,cb33aa,release/v2.1,maya_eng,production,56,0.98,0,749,None
PIPE-1059,Security-Scan,auth-service_security-scan_prod,Success,2026-08-07 14:45:10,cb33aa,release/v2.1,maya_eng,production,87,0.99,0,436,None
PIPE-1059,Deploy,auth-service_deploy_prod,Success,2026-08-07 14:46:15,cb33aa,release/v2.1,maya_eng,production,65,0.95,0,133,None
PIPE-1059,Integration-Test,auth-service_integration-test_prod,Success,2026-08-07 14:53:38,cb33aa,release/v2.1,maya_eng,production,443,1.0,0,798,None
PIPE-1060,Build,web-frontend_build_prod,Success,2026-08-07 17:46:58,cc4a63,main,saanvi_lead,production,538,0.99,0,153,None
PIPE-1060,Unit-Test,web-frontend_unit-test_prod,Success,2026-08-07 17:49:28,cc4a63,main,saanvi_lead,production,150,0.99,0,653,None
PIPE-1060,Security-Scan,web-frontend_security-scan_prod,Success,2026-08-07 17:51:42,cc4a63,main,saanvi_lead,production,134,0.96,0,595,None
PIPE-1060,Deploy,web-frontend_deploy_prod,Success,2026-08-07 17:53:05,cc4a63,main,saanvi_lead,production,83,0.99,0,454,None
PIPE-1060,Integration-Test,web-frontend_integration-test_prod,Success,2026-08-07 17:58:47,cc4a63,main,saanvi_lead,production,342,0.97,0,831,None
PIPE-1061,Build,auth-service_build_prod,Success,2026-08-07 20:38:42,cadf2c,release/v2.1,system_bot,production,162,0.98,1,387,None
PIPE-1061,Unit-Test,auth-service_unit-test_prod,Success,2026-08-07 20:41:58,cadf2c,release/v2.1,system_bot,production,196,0.96,1,540,None
PIPE-1061,Security-Scan,auth-service_security-scan_prod,Success,2026-08-07 20:43:42,cadf2c,release/v2.1,system_bot,production,104,0.99,1,448,None
PIPE-1061,Deploy,auth-service_deploy_prod,Failed,2026-08-07 20:48:28,cadf2c,release/v2.1,system_bot,production,286,0.73,2,682,SyntaxError
PIPE-1061,Integration-Test,auth-service_integration-test_prod,Skipped,2026-08-07 20:56:24,cadf2c,release/v2.1,system_bot,production,476,1.0,0,0,None
PIPE-1062,Build,web-frontend_build_prod,Success,2026-08-07 22:55:01,c26929,feature/auth-refresh,jordan_qa,production,121,0.97,1,606,None
PIPE-1062,Unit-Test,web-frontend_unit-test_prod,Success,2026-08-07 23:04:59,c26929,feature/auth-refresh,jordan_qa,production,598,0.99,0,289,None
PIPE-1062,Security-Scan,web-frontend_security-scan_prod,Success,2026-08-07 23:10:45,c26929,feature/auth-refresh,jordan_qa,production,346,0.99,0,176,None
PIPE-1062,Deploy,web-frontend_deploy_prod,Failed,2026-08-07 23:12:05,c26929,feature/auth-refresh,jordan_qa,production,80,0.67,1,657,SyntaxError
PIPE-1062,Integration-Test,web-frontend_integration-test_prod,Skipped,2026-08-07 23:18:42,c26929,feature/auth-refresh,jordan_qa,production,397,1.0,0,0,None
PIPE-1063,Build,cart-service_build_prod,Success,2026-08-08 01:01:21,c2a0d0,main,jordan_qa,production,561,0.98,0,721,None
PIPE-1063,Unit-Test,cart-service_unit-test_prod,Success,2026-08-08 01:03:12,c2a0d0,main,jordan_qa,production,111,0.97,0,847,None
PIPE-1063,Security-Scan,cart-service_security-scan_prod,Success,2026-08-08 01:06:06,c2a0d0,main,jordan_qa,production,174,0.98,0,363,None
PIPE-1063,Deploy,cart-service_deploy_prod,Success,2026-08-08 01:14:41,c2a0d0,main,jordan_qa,production,515,0.95,0,557,None
PIPE-1063,Integration-Test,cart-service_integration-test_prod,Success,2026-08-08 01:22:58,c2a0d0,main,jordan_qa,production,497,0.98,0,217,None
PIPE-1064,Build,payment-api_build_prod,Success,2026-08-08 04:24:19,cbf930,hotfix/payment-timeout,alex_dev,production,559,0.96,0,113,None
PIPE-1064,Unit-Test,payment-api_unit-test_prod,Success,2026-08-08 04:33:40,cbf930,hotfix/payment-timeout,alex_dev,production,561,0.99,0,295,None
PIPE-1064,Security-Scan,payment-api_security-scan_prod,Success,2026-08-08 04:36:53,cbf930,hotfix/payment-timeout,alex_dev,production,193,0.96,1,793,None
PIPE-1064,Deploy,payment-api_deploy_prod,Success,2026-08-08 04:45:17,cbf930,hotfix/payment-timeout,alex_dev,production,504,0.99,0,490,None
PIPE-1064,Integration-Test,payment-api_integration-test_prod,Success,2026-08-08 04:47:55,cbf930,hotfix/payment-timeout,alex_dev,production,158,0.97,0,770,None
PIPE-1065,Build,auth-service_build_prod,Success,2026-08-08 07:49:00,cc2d5d,hotfix/payment-timeout,glory_ops,production,240,0.96,1,325,None
PIPE-1065,Unit-Test,auth-service_unit-test_prod,Success,2026-08-08 07:51:25,cc2d5d,hotfix/payment-timeout,glory_ops,production,145,0.98,0,687,None
PIPE-1065,Security-Scan,auth-service_security-scan_prod,Success,2026-08-08 07:59:18,cc2d5d,hotfix/payment-timeout,glory_ops,production,473,0.99,1,16,None
PIPE-1065,Deploy,auth-service_deploy_prod,Failed,2026-08-08 08:08:48,cc2d5d,hotfix/payment-timeout,glory_ops,production,570,0.41,3,139,DatabaseLock
PIPE-1065,Integration-Test,auth-service_integration-test_prod,Skipped,2026-08-08 08:17:18,cc2d5d,hotfix/payment-timeout,glory_ops,production,510,1.0,0,0,None
PIPE-1066,Build,notification-worker_build_deve,Success,2026-08-08 09:43:33,cea9b8,main,saanvi_lead,development,333,0.97,0,831,None
PIPE-1066,Unit-Test,notification-worker_unit-test_deve,Success,2026-08-08 09:48:15,cea9b8,main,saanvi_lead,development,282,0.98,0,34,None
PIPE-1066,Security-Scan,notification-worker_security-scan_deve,Success,2026-08-08 09:50:56,cea9b8,main,saanvi_lead,development,161,0.97,0,88,None
PIPE-1066,Deploy,notification-worker_deploy_deve,Success,2026-08-08 09:54:33,cea9b8,main,saanvi_lead,development,217,1.0,0,662,None
PIPE-1066,Integration-Test,notification-worker_integration-test_deve,Success,2026-08-08 10:04:20,cea9b8,main,saanvi_lead,development,587,0.97,0,399,None
PIPE-1067,Build,web-frontend_build_prod,Success,2026-08-08 11:17:21,c4f136,hotfix/payment-timeout,saanvi_lead,production,561,0.97,0,788,None
PIPE-1067,Unit-Test,web-frontend_unit-test_prod,Success,2026-08-08 11:22:18,c4f136,hotfix/payment-timeout,saanvi_lead,production,297,0.96,0,108,None
PIPE-1067,Security-Scan,web-frontend_security-scan_prod,Success,2026-08-08 11:25:31,c4f136,hotfix/payment-timeout,saanvi_lead,production,193,0.97,0,89,None
PIPE-1067,Deploy,web-frontend_deploy_prod,Failed,2026-08-08 11:32:55,c4f136,hotfix/payment-timeout,saanvi_lead,production,444,0.68,1,110,ContainerOOM
PIPE-1067,Integration-Test,web-frontend_integration-test_prod,Skipped,2026-08-08 11:39:38,c4f136,hotfix/payment-timeout,saanvi_lead,production,403,1.0,0,0,None
PIPE-1068,Build,user-profile_build_prod,Success,2026-08-08 14:57:35,cdb71b,hotfix/payment-timeout,jordan_qa,production,275,0.99,0,777,None
PIPE-1068,Unit-Test,user-profile_unit-test_prod,Success,2026-08-08 15:06:22,cdb71b,hotfix/payment-timeout,jordan_qa,production,527,0.97,1,607,None
PIPE-1068,Security-Scan,user-profile_security-scan_prod,Success,2026-08-08 15:15:36,cdb71b,hotfix/payment-timeout,jordan_qa,production,554,0.96,0,751,None
PIPE-1068,Deploy,user-profile_deploy_prod,Failed,2026-08-08 15:24:11,cdb71b,hotfix/payment-timeout,jordan_qa,production,515,0.5,5,251,DatabaseLock
PIPE-1068,Integration-Test,user-profile_integration-test_prod,Skipped,2026-08-08 15:33:08,cdb71b,hotfix/payment-timeout,jordan_qa,production,537,1.0,0,0,None
PIPE-1069,Build,web-frontend_build_prod,Success,2026-08-08 18:44:29,cb893f,main,system_bot,production,509,0.98,0,317,None
PIPE-1069,Unit-Test,web-frontend_unit-test_prod,Success,2026-08-08 18:48:16,cb893f,main,system_bot,production,227,0.96,1,603,None
PIPE-1069,Security-Scan,web-frontend_security-scan_prod,Success,2026-08-08 18:52:47,cb893f,main,system_bot,production,271,0.97,0,30,None
PIPE-1069,Deploy,web-frontend_deploy_prod,Success,2026-08-08 19:02:45,cb893f,main,system_bot,production,598,1.0,1,138,None
PIPE-1069,Integration-Test,web-frontend_integration-test_prod,Success,2026-08-08 19:05:39,cb893f,main,system_bot,production,174,0.96,1,241,None
PIPE-1070,Build,web-frontend_build_stag,Success,2026-08-08 22:34:03,cce175,feature/auth-refresh,saanvi_lead,staging,123,0.97,1,458,None
PIPE-1070,Unit-Test,web-frontend_unit-test_stag,Success,2026-08-08 22:36:14,cce175,feature/auth-refresh,saanvi_lead,staging,131,0.95,0,52,None
PIPE-1070,Security-Scan,web-frontend_security-scan_stag,Success,2026-08-08 22:43:23,cce175,feature/auth-refresh,saanvi_lead,staging,429,0.95,0,654,None
PIPE-1070,Deploy,web-frontend_deploy_stag,Success,2026-08-08 22:46:35,cce175,feature/auth-refresh,saanvi_lead,staging,192,0.97,0,660,None
PIPE-1070,Integration-Test,web-frontend_integration-test_stag,Success,2026-08-08 22:54:35,cce175,feature/auth-refresh,saanvi_lead,staging,480,0.98,0,500,None
PIPE-1071,Build,payment-api_build_prod,Success,2026-08-09 01:28:52,ce2cc5,release/v2.1,maya_eng,production,412,0.96,1,472,None
PIPE-1071,Unit-Test,payment-api_unit-test_prod,Success,2026-08-09 01:35:58,ce2cc5,release/v2.1,maya_eng,production,426,0.95,1,776,None
PIPE-1071,Security-Scan,payment-api_security-scan_prod,Success,2026-08-09 01:42:52,ce2cc5,release/v2.1,maya_eng,production,414,0.96,0,779,None
PIPE-1071,Deploy,payment-api_deploy_prod,Success,2026-08-09 01:49:50,ce2cc5,release/v2.1,maya_eng,production,418,1.0,0,297,None
PIPE-1071,Integration-Test,payment-api_integration-test_prod,Success,2026-08-09 01:54:20,ce2cc5,release/v2.1,maya_eng,production,270,0.97,1,674,None
PIPE-1072,Build,cart-service_build_prod,Success,2026-08-09 02:50:38,c8b511,main,saanvi_lead,production,458,0.98,0,122,None
PIPE-1072,Unit-Test,cart-service_unit-test_prod,Success,2026-08-09 02:53:24,c8b511,main,saanvi_lead,production,166,0.99,2,406,None
PIPE-1072,Security-Scan,cart-service_security-scan_prod,Success,2026-08-09 02:59:10,c8b511,main,saanvi_lead,production,346,0.99,0,212,None
PIPE-1072,Deploy,cart-service_deploy_prod,Success,2026-08-09 03:04:10,c8b511,main,saanvi_lead,production,300,1.0,1,475,None
PIPE-1072,Integration-Test,cart-service_integration-test_prod,Success,2026-08-09 03:13:55,c8b511,main,saanvi_lead,production,585,0.95,1,416,None
PIPE-1073,Build,user-profile_build_stag,Success,2026-08-09 03:46:03,c28c00,main,system_bot,staging,63,0.95,0,290,None
PIPE-1073,Unit-Test,user-profile_unit-test_stag,Success,2026-08-09 03:48:55,c28c00,main,system_bot,staging,172,0.96,0,593,None
PIPE-1073,Security-Scan,user-profile_security-scan_stag,Success,2026-08-09 03:51:48,c28c00,main,system_bot,staging,173,0.99,0,492,None
PIPE-1073,Deploy,user-profile_deploy_stag,Success,2026-08-09 03:56:16,c28c00,main,system_bot,staging,268,0.98,0,414,None
PIPE-1073,Integration-Test,user-profile_integration-test_stag,Success,2026-08-09 04:02:02,c28c00,main,system_bot,staging,346,0.96,0,22,None
