workflow_run_id,repository,workflow_name,event_trigger,status,conclusion,created_at,updated_at,run_attempt,jobs_count,runner_os,step_failure_count
GHA-5191,auth-gateway,cd-deploy-k8s.yml,push,completed,success,2026-08-16 02:07:00,2026-08-16 02:31:00,1,6,ubuntu-latest,0
GHA-5192,web-client,integration-tests.yml,pull_request,completed,success,2026-08-16 03:56:00,2026-08-16 04:01:00,1,7,macos-latest,0
GHA-5193,user-service,ci-build.yml,workflow_dispatch,completed,success,2026-08-16 05:46:00,2026-08-16 06:02:00,1,4,self-hosted-runner,0
GHA-5194,web-client,integration-tests.yml,push,completed,success,2026-08-16 07:56:00,2026-08-16 08:02:00,1,2,ubuntu-latest,0
GHA-5195,payment-service,release-tagger.yml,push,completed,success,2026-08-16 08:43:00,2026-08-16 08:57:00,1,2,macos-latest,0
GHA-5196,web-client,ci-build.yml,pull_request,completed,success,2026-08-16 09:51:00,2026-08-16 10:11:00,1,5,ubuntu-latest,0
GHA-5197,payment-service,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-16 11:19:00,2026-08-16 11:22:00,1,3,ubuntu-latest,0
GHA-5198,web-client,cd-deploy-k8s.yml,workflow_dispatch,completed,success,2026-08-16 12:59:00,2026-08-16 13:19:00,1,4,windows-latest,0
GHA-5199,auth-gateway,integration-tests.yml,schedule,completed,success,2026-08-16 14:54:00,2026-08-16 15:00:00,1,5,windows-latest,0
GHA-5200,user-service,security-audit.yml,schedule,completed,success,2026-08-16 16:03:00,2026-08-16 16:08:00,1,2,self-hosted-runner,0
GHA-5201,SW2627-AI-ReleaseGuard,ci-build.yml,pull_request,completed,timed_out,2026-08-16 18:13:00,2026-08-16 18:34:00,1,6,macos-latest,3
GHA-5202,web-client,release-tagger.yml,push,completed,success,2026-08-16 21:12:00,2026-08-16 21:22:00,1,5,windows-latest,0
GHA-5203,web-client,ci-build.yml,schedule,completed,success,2026-08-16 23:48:00,2026-08-17 00:02:00,1,3,macos-latest,0
GHA-5204,user-service,release-tagger.yml,pull_request,completed,success,2026-08-17 02:46:00,2026-08-17 02:56:00,1,3,windows-latest,0
GHA-5205,payment-service,ci-build.yml,workflow_dispatch,completed,success,2026-08-17 04:34:00,2026-08-17 04:54:00,1,6,macos-latest,0
GHA-5206,user-service,release-tagger.yml,push,completed,success,2026-08-17 07:10:00,2026-08-17 07:29:00,1,3,self-hosted-runner,0
GHA-5207,payment-service,integration-tests.yml,pull_request,completed,success,2026-08-17 09:26:00,2026-08-17 09:44:00,1,6,macos-latest,0
GHA-5208,SW2627-AI-ReleaseGuard,ci-build.yml,schedule,completed,success,2026-08-17 11:12:00,2026-08-17 11:21:00,1,4,macos-latest,0
GHA-5209,SW2627-AI-ReleaseGuard,release-tagger.yml,schedule,completed,success,2026-08-17 14:01:00,2026-08-17 14:22:00,1,4,ubuntu-latest,0
GHA-5210,web-client,release-tagger.yml,push,completed,success,2026-08-17 15:40:00,2026-08-17 15:57:00,1,5,macos-latest,0
GHA-5211,payment-service,cd-deploy-k8s.yml,schedule,completed,success,2026-08-17 17:02:00,2026-08-17 17:17:00,1,2,ubuntu-latest,0
GHA-5212,user-service,ci-build.yml,schedule,completed,cancelled,2026-08-17 19:19:00,2026-08-17 19:25:00,2,2,self-hosted-runner,3
GHA-5213,SW2627-AI-ReleaseGuard,security-audit.yml,schedule,completed,success,2026-08-17 21:10:00,2026-08-17 21:16:00,1,7,ubuntu-latest,0
GHA-5214,user-service,ci-build.yml,schedule,completed,success,2026-08-17 23:43:00,2026-08-18 00:00:00,1,7,macos-latest,0
GHA-5215,auth-gateway,ci-build.yml,push,completed,success,2026-08-18 00:51:00,2026-08-18 01:05:00,1,6,ubuntu-latest,0
GHA-5216,payment-service,integration-tests.yml,pull_request,completed,cancelled,2026-08-18 02:30:00,2026-08-18 02:38:00,1,4,self-hosted-runner,2
GHA-5217,user-service,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-18 04:49:00,2026-08-18 04:58:00,1,5,windows-latest,0
GHA-5218,web-client,release-tagger.yml,push,completed,timed_out,2026-08-18 06:41:00,2026-08-18 06:48:00,1,3,macos-latest,3
GHA-5219,web-client,cd-deploy-k8s.yml,schedule,completed,success,2026-08-18 09:20:00,2026-08-18 09:31:00,1,2,windows-latest,0
GHA-5220,auth-gateway,integration-tests.yml,schedule,completed,success,2026-08-18 10:45:00,2026-08-18 10:55:00,1,4,windows-latest,0
GHA-5221,user-service,security-audit.yml,push,completed,success,2026-08-18 12:01:00,2026-08-18 12:12:00,1,6,macos-latest,0
GHA-5222,auth-gateway,security-audit.yml,push,completed,success,2026-08-18 12:56:00,2026-08-18 13:16:00,1,5,windows-latest,0
GHA-5223,payment-service,integration-tests.yml,push,completed,success,2026-08-18 15:26:00,2026-08-18 15:44:00,1,5,windows-latest,0
GHA-5224,web-client,security-audit.yml,workflow_dispatch,completed,success,2026-08-18 16:30:00,2026-08-18 16:49:00,1,5,macos-latest,0
GHA-5225,auth-gateway,security-audit.yml,workflow_dispatch,completed,success,2026-08-18 19:22:00,2026-08-18 19:34:00,1,5,ubuntu-latest,0
GHA-5226,SW2627-AI-ReleaseGuard,release-tagger.yml,schedule,completed,failure,2026-08-18 20:35:00,2026-08-18 20:48:00,1,7,windows-latest,3
GHA-5227,auth-gateway,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-18 23:07:00,2026-08-18 23:12:00,1,7,ubuntu-latest,0
GHA-5228,auth-gateway,cd-deploy-k8s.yml,workflow_dispatch,completed,success,2026-08-19 01:13:00,2026-08-19 01:30:00,2,3,macos-latest,0
GHA-5229,web-client,cd-deploy-k8s.yml,push,completed,success,2026-08-19 02:30:00,2026-08-19 02:44:00,1,4,self-hosted-runner,0
GHA-5230,web-client,release-tagger.yml,push,completed,success,2026-08-19 04:17:00,2026-08-19 04:41:00,1,2,macos-latest,0
GHA-5231,user-service,release-tagger.yml,workflow_dispatch,completed,success,2026-08-19 05:40:00,2026-08-19 05:44:00,1,2,windows-latest,0
GHA-5232,SW2627-AI-ReleaseGuard,ci-build.yml,workflow_dispatch,completed,failure,2026-08-19 06:31:00,2026-08-19 06:42:00,1,3,windows-latest,2
GHA-5233,user-service,security-audit.yml,schedule,completed,success,2026-08-19 08:53:00,2026-08-19 09:04:00,1,2,windows-latest,0
GHA-5234,user-service,ci-build.yml,workflow_dispatch,completed,success,2026-08-19 11:31:00,2026-08-19 11:43:00,1,7,self-hosted-runner,0
GHA-5235,user-service,integration-tests.yml,workflow_dispatch,completed,success,2026-08-19 13:35:00,2026-08-19 13:40:00,1,4,self-hosted-runner,0
GHA-5236,auth-gateway,integration-tests.yml,workflow_dispatch,completed,success,2026-08-19 15:11:00,2026-08-19 15:25:00,1,3,windows-latest,0
GHA-5237,payment-service,release-tagger.yml,workflow_dispatch,completed,success,2026-08-19 17:24:00,2026-08-19 17:28:00,2,5,macos-latest,0
GHA-5238,web-client,security-audit.yml,pull_request,completed,success,2026-08-19 19:38:00,2026-08-19 19:54:00,1,2,windows-latest,0
GHA-5239,user-service,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-19 20:44:00,2026-08-19 21:02:00,1,7,macos-latest,0
GHA-5240,web-client,integration-tests.yml,schedule,completed,success,2026-08-19 21:46:00,2026-08-19 22:01:00,1,7,macos-latest,0
GHA-5241,auth-gateway,ci-build.yml,push,completed,success,2026-08-20 00:33:00,2026-08-20 00:41:00,1,3,self-hosted-runner,0
GHA-5242,web-client,release-tagger.yml,workflow_dispatch,completed,success,2026-08-20 01:22:00,2026-08-20 01:46:00,1,2,windows-latest,0
GHA-5243,auth-gateway,integration-tests.yml,schedule,completed,success,2026-08-20 04:11:00,2026-08-20 04:19:00,1,3,windows-latest,0
GHA-5244,payment-service,ci-build.yml,schedule,completed,success,2026-08-20 06:58:00,2026-08-20 07:16:00,1,4,macos-latest,0
GHA-5245,payment-service,release-tagger.yml,schedule,completed,timed_out,2026-08-20 08:14:00,2026-08-20 08:35:00,1,6,windows-latest,3
GHA-5246,SW2627-AI-ReleaseGuard,ci-build.yml,push,completed,cancelled,2026-08-20 10:33:00,2026-08-20 10:38:00,1,7,macos-latest,3
GHA-5247,payment-service,ci-build.yml,workflow_dispatch,completed,success,2026-08-20 12:50:00,2026-08-20 12:58:00,1,5,self-hosted-runner,0
GHA-5248,SW2627-AI-ReleaseGuard,cd-deploy-k8s.yml,schedule,completed,success,2026-08-20 15:43:00,2026-08-20 15:56:00,1,2,ubuntu-latest,0
GHA-5249,web-client,integration-tests.yml,pull_request,completed,success,2026-08-20 17:50:00,2026-08-20 18:02:00,3,2,self-hosted-runner,0
GHA-5250,user-service,ci-build.yml,pull_request,completed,success,2026-08-20 19:05:00,2026-08-20 19:23:00,1,7,ubuntu-latest,0
GHA-5251,payment-service,cd-deploy-k8s.yml,schedule,completed,success,2026-08-20 21:09:00,2026-08-20 21:25:00,1,6,ubuntu-latest,0
GHA-5252,SW2627-AI-ReleaseGuard,security-audit.yml,schedule,completed,success,2026-08-20 21:54:00,2026-08-20 22:08:00,1,6,windows-latest,0
GHA-5253,user-service,security-audit.yml,workflow_dispatch,completed,success,2026-08-20 23:26:00,2026-08-20 23:50:00,1,3,macos-latest,0
GHA-5254,web-client,cd-deploy-k8s.yml,schedule,completed,success,2026-08-21 00:44:00,2026-08-21 01:01:00,1,4,ubuntu-latest,0
GHA-5255,payment-service,release-tagger.yml,schedule,completed,success,2026-08-21 02:54:00,2026-08-21 03:17:00,1,6,self-hosted-runner,0
GHA-5256,web-client,release-tagger.yml,pull_request,completed,success,2026-08-21 04:37:00,2026-08-21 04:52:00,1,3,windows-latest,0
GHA-5257,web-client,cd-deploy-k8s.yml,push,completed,success,2026-08-21 06:23:00,2026-08-21 06:43:00,1,5,ubuntu-latest,0
GHA-5258,user-service,release-tagger.yml,push,completed,success,2026-08-21 09:09:00,2026-08-21 09:19:00,1,2,self-hosted-runner,0
GHA-5259,web-client,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-21 12:01:00,2026-08-21 12:10:00,1,3,self-hosted-runner,0
GHA-5260,SW2627-AI-ReleaseGuard,release-tagger.yml,pull_request,completed,timed_out,2026-08-21 14:26:00,2026-08-21 14:32:00,1,2,windows-latest,1
GHA-5261,payment-service,ci-build.yml,push,completed,success,2026-08-21 16:24:00,2026-08-21 16:33:00,1,2,ubuntu-latest,0
GHA-5262,auth-gateway,cd-deploy-k8s.yml,schedule,completed,failure,2026-08-21 17:27:00,2026-08-21 17:39:00,1,6,ubuntu-latest,3
GHA-5263,auth-gateway,release-tagger.yml,workflow_dispatch,completed,success,2026-08-21 18:31:00,2026-08-21 18:36:00,1,5,self-hosted-runner,0
GHA-5264,auth-gateway,security-audit.yml,push,completed,success,2026-08-21 21:20:00,2026-08-21 21:37:00,1,7,ubuntu-latest,0
GHA-5265,user-service,ci-build.yml,workflow_dispatch,completed,success,2026-08-21 22:09:00,2026-08-21 22:14:00,1,4,windows-latest,0
GHA-5266,auth-gateway,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-22 00:20:00,2026-08-22 00:25:00,1,3,windows-latest,0
GHA-5267,SW2627-AI-ReleaseGuard,cd-deploy-k8s.yml,pull_request,completed,failure,2026-08-22 01:59:00,2026-08-22 02:15:00,1,2,self-hosted-runner,2
GHA-5268,web-client,cd-deploy-k8s.yml,push,completed,success,2026-08-22 04:17:00,2026-08-22 04:25:00,1,7,self-hosted-runner,0
GHA-5269,web-client,integration-tests.yml,pull_request,completed,success,2026-08-22 06:10:00,2026-08-22 06:29:00,1,4,windows-latest,0
GHA-5270,web-client,ci-build.yml,pull_request,completed,cancelled,2026-08-22 08:48:00,2026-08-22 08:51:00,1,6,macos-latest,2
GHA-5271,user-service,security-audit.yml,workflow_dispatch,completed,failure,2026-08-22 10:03:00,2026-08-22 10:17:00,1,2,ubuntu-latest,2
GHA-5272,payment-service,cd-deploy-k8s.yml,push,completed,success,2026-08-22 12:55:00,2026-08-22 13:13:00,1,2,ubuntu-latest,0
GHA-5273,web-client,integration-tests.yml,workflow_dispatch,completed,success,2026-08-22 14:59:00,2026-08-22 15:15:00,1,2,windows-latest,0
GHA-5274,payment-service,ci-build.yml,push,completed,success,2026-08-22 16:54:00,2026-08-22 16:59:00,1,3,self-hosted-runner,0
GHA-5275,auth-gateway,cd-deploy-k8s.yml,schedule,completed,success,2026-08-22 19:16:00,2026-08-22 19:31:00,1,3,self-hosted-runner,0
GHA-5276,payment-service,release-tagger.yml,push,completed,success,2026-08-22 20:45:00,2026-08-22 21:00:00,1,5,windows-latest,0
GHA-5277,user-service,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-22 21:54:00,2026-08-22 22:00:00,1,4,macos-latest,0
GHA-5278,SW2627-AI-ReleaseGuard,cd-deploy-k8s.yml,workflow_dispatch,completed,success,2026-08-23 00:33:00,2026-08-23 00:56:00,1,6,windows-latest,0
GHA-5279,web-client,integration-tests.yml,pull_request,completed,success,2026-08-23 03:16:00,2026-08-23 03:39:00,1,6,windows-latest,0
GHA-5280,user-service,cd-deploy-k8s.yml,push,completed,success,2026-08-23 04:18:00,2026-08-23 04:40:00,3,4,self-hosted-runner,0
GHA-5281,payment-service,ci-build.yml,schedule,completed,success,2026-08-23 05:10:00,2026-08-23 05:27:00,1,3,self-hosted-runner,0
GHA-5282,auth-gateway,release-tagger.yml,workflow_dispatch,completed,failure,2026-08-23 07:57:00,2026-08-23 08:10:00,1,7,macos-latest,1
GHA-5283,SW2627-AI-ReleaseGuard,release-tagger.yml,pull_request,completed,cancelled,2026-08-23 08:49:00,2026-08-23 09:12:00,1,7,ubuntu-latest,3
GHA-5284,SW2627-AI-ReleaseGuard,release-tagger.yml,push,completed,success,2026-08-23 10:18:00,2026-08-23 10:34:00,1,7,windows-latest,0
GHA-5285,auth-gateway,ci-build.yml,schedule,completed,success,2026-08-23 12:22:00,2026-08-23 12:27:00,1,2,macos-latest,0
GHA-5286,SW2627-AI-ReleaseGuard,integration-tests.yml,schedule,completed,success,2026-08-23 14:34:00,2026-08-23 14:57:00,1,7,ubuntu-latest,0
GHA-5287,payment-service,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-23 16:11:00,2026-08-23 16:33:00,1,5,macos-latest,0
GHA-5288,payment-service,integration-tests.yml,pull_request,completed,success,2026-08-23 17:40:00,2026-08-23 18:04:00,1,6,windows-latest,0
GHA-5289,web-client,release-tagger.yml,push,completed,success,2026-08-23 19:09:00,2026-08-23 19:16:00,1,5,self-hosted-runner,0
GHA-5290,web-client,ci-build.yml,pull_request,completed,success,2026-08-23 21:04:00,2026-08-23 21:14:00,1,2,windows-latest,0
GHA-5291,payment-service,ci-build.yml,workflow_dispatch,completed,success,2026-08-23 23:54:00,2026-08-24 00:05:00,3,2,windows-latest,0
GHA-5292,user-service,cd-deploy-k8s.yml,schedule,completed,success,2026-08-24 00:41:00,2026-08-24 00:49:00,1,6,macos-latest,0
GHA-5293,web-client,release-tagger.yml,pull_request,completed,success,2026-08-24 01:42:00,2026-08-24 01:55:00,1,3,self-hosted-runner,0
GHA-5294,auth-gateway,integration-tests.yml,workflow_dispatch,completed,success,2026-08-24 03:37:00,2026-08-24 03:59:00,1,4,self-hosted-runner,0
GHA-5295,web-client,integration-tests.yml,schedule,completed,success,2026-08-24 04:36:00,2026-08-24 04:45:00,1,7,self-hosted-runner,0
GHA-5296,auth-gateway,ci-build.yml,schedule,completed,success,2026-08-24 05:46:00,2026-08-24 05:55:00,1,2,self-hosted-runner,0
GHA-5297,SW2627-AI-ReleaseGuard,integration-tests.yml,push,completed,failure,2026-08-24 07:13:00,2026-08-24 07:16:00,1,5,windows-latest,2
GHA-5298,payment-service,release-tagger.yml,pull_request,completed,success,2026-08-24 08:27:00,2026-08-24 08:41:00,1,5,self-hosted-runner,0
GHA-5299,web-client,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-24 10:44:00,2026-08-24 11:02:00,1,5,ubuntu-latest,0
GHA-5300,auth-gateway,release-tagger.yml,schedule,completed,success,2026-08-24 11:43:00,2026-08-24 12:06:00,1,2,macos-latest,0
GHA-5301,user-service,cd-deploy-k8s.yml,schedule,completed,success,2026-08-24 13:24:00,2026-08-24 13:37:00,1,6,macos-latest,0
GHA-5302,SW2627-AI-ReleaseGuard,release-tagger.yml,schedule,completed,success,2026-08-24 15:28:00,2026-08-24 15:41:00,1,7,windows-latest,0
GHA-5303,user-service,integration-tests.yml,push,completed,success,2026-08-24 17:34:00,2026-08-24 17:45:00,1,4,self-hosted-runner,0
GHA-5304,SW2627-AI-ReleaseGuard,ci-build.yml,schedule,completed,success,2026-08-24 19:58:00,2026-08-24 20:15:00,1,6,macos-latest,0
GHA-5305,payment-service,release-tagger.yml,schedule,completed,success,2026-08-24 20:45:00,2026-08-24 21:00:00,1,4,windows-latest,0
GHA-5306,web-client,ci-build.yml,push,completed,success,2026-08-24 22:44:00,2026-08-24 23:07:00,1,3,ubuntu-latest,0
GHA-5307,auth-gateway,release-tagger.yml,push,completed,failure,2026-08-24 23:54:00,2026-08-25 00:05:00,1,5,self-hosted-runner,2
GHA-5308,web-client,integration-tests.yml,push,completed,success,2026-08-25 01:25:00,2026-08-25 01:39:00,1,7,windows-latest,0
GHA-5309,web-client,integration-tests.yml,push,completed,success,2026-08-25 02:36:00,2026-08-25 02:57:00,1,4,ubuntu-latest,0
GHA-5310,user-service,security-audit.yml,workflow_dispatch,completed,success,2026-08-25 04:12:00,2026-08-25 04:36:00,1,4,ubuntu-latest,0
GHA-5311,auth-gateway,integration-tests.yml,push,completed,success,2026-08-25 06:47:00,2026-08-25 06:52:00,1,4,windows-latest,0
GHA-5312,auth-gateway,cd-deploy-k8s.yml,schedule,completed,success,2026-08-25 08:54:00,2026-08-25 09:01:00,1,6,macos-latest,0
GHA-5313,web-client,ci-build.yml,push,completed,success,2026-08-25 11:50:00,2026-08-25 12:04:00,1,2,ubuntu-latest,0
GHA-5314,payment-service,security-audit.yml,workflow_dispatch,completed,success,2026-08-25 13:18:00,2026-08-25 13:24:00,1,6,self-hosted-runner,0
GHA-5315,auth-gateway,security-audit.yml,push,completed,success,2026-08-25 15:58:00,2026-08-25 16:21:00,1,4,windows-latest,0
GHA-5316,auth-gateway,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-25 16:50:00,2026-08-25 17:11:00,1,7,ubuntu-latest,0
GHA-5317,auth-gateway,security-audit.yml,schedule,completed,cancelled,2026-08-25 18:02:00,2026-08-25 18:23:00,1,3,self-hosted-runner,3
GHA-5318,user-service,cd-deploy-k8s.yml,push,completed,success,2026-08-25 20:07:00,2026-08-25 20:25:00,1,4,macos-latest,0
GHA-5319,user-service,cd-deploy-k8s.yml,workflow_dispatch,completed,success,2026-08-25 21:41:00,2026-08-25 21:44:00,1,3,windows-latest,0
GHA-5320,auth-gateway,ci-build.yml,workflow_dispatch,completed,success,2026-08-25 23:09:00,2026-08-25 23:14:00,1,2,windows-latest,0
GHA-5321,payment-service,ci-build.yml,workflow_dispatch,completed,success,2026-08-26 01:09:00,2026-08-26 01:12:00,1,2,ubuntu-latest,0
GHA-5322,web-client,integration-tests.yml,schedule,completed,failure,2026-08-26 03:41:00,2026-08-26 03:45:00,1,5,self-hosted-runner,2
GHA-5323,web-client,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-26 05:13:00,2026-08-26 05:20:00,1,6,macos-latest,0
GHA-5324,SW2627-AI-ReleaseGuard,release-tagger.yml,push,completed,success,2026-08-26 07:49:00,2026-08-26 08:03:00,1,2,self-hosted-runner,0
GHA-5325,payment-service,ci-build.yml,push,completed,success,2026-08-26 08:45:00,2026-08-26 09:00:00,1,4,self-hosted-runner,0
GHA-5326,auth-gateway,release-tagger.yml,workflow_dispatch,completed,success,2026-08-26 11:00:00,2026-08-26 11:13:00,3,2,ubuntu-latest,0
GHA-5327,web-client,integration-tests.yml,schedule,completed,success,2026-08-26 11:52:00,2026-08-26 12:13:00,1,3,self-hosted-runner,0
GHA-5328,SW2627-AI-ReleaseGuard,release-tagger.yml,workflow_dispatch,completed,success,2026-08-26 13:40:00,2026-08-26 13:44:00,1,4,macos-latest,0
GHA-5329,user-service,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-26 15:42:00,2026-08-26 16:06:00,1,2,windows-latest,0
GHA-5330,web-client,release-tagger.yml,schedule,completed,success,2026-08-26 17:14:00,2026-08-26 17:17:00,1,6,ubuntu-latest,0
GHA-5331,web-client,ci-build.yml,push,completed,success,2026-08-26 19:15:00,2026-08-26 19:39:00,1,7,macos-latest,0
GHA-5332,web-client,security-audit.yml,push,completed,success,2026-08-26 20:11:00,2026-08-26 20:33:00,1,3,ubuntu-latest,0
GHA-5333,auth-gateway,integration-tests.yml,push,completed,success,2026-08-26 22:51:00,2026-08-26 23:03:00,1,6,ubuntu-latest,0
GHA-5334,payment-service,security-audit.yml,push,completed,success,2026-08-27 00:28:00,2026-08-27 00:50:00,1,5,self-hosted-runner,0
GHA-5335,auth-gateway,release-tagger.yml,schedule,completed,success,2026-08-27 03:04:00,2026-08-27 03:18:00,1,4,windows-latest,0
GHA-5336,user-service,security-audit.yml,pull_request,completed,success,2026-08-27 03:54:00,2026-08-27 04:01:00,1,7,windows-latest,0
GHA-5337,auth-gateway,release-tagger.yml,workflow_dispatch,completed,timed_out,2026-08-27 05:18:00,2026-08-27 05:21:00,1,5,ubuntu-latest,2
GHA-5338,user-service,release-tagger.yml,push,completed,success,2026-08-27 06:35:00,2026-08-27 06:44:00,1,4,macos-latest,0
GHA-5339,auth-gateway,cd-deploy-k8s.yml,workflow_dispatch,completed,success,2026-08-27 07:43:00,2026-08-27 08:04:00,1,6,ubuntu-latest,0
GHA-5340,payment-service,security-audit.yml,schedule,completed,success,2026-08-27 09:43:00,2026-08-27 09:53:00,1,6,ubuntu-latest,0
GHA-5341,SW2627-AI-ReleaseGuard,release-tagger.yml,push,completed,timed_out,2026-08-27 11:16:00,2026-08-27 11:37:00,1,6,windows-latest,2
GHA-5342,SW2627-AI-ReleaseGuard,integration-tests.yml,pull_request,completed,success,2026-08-27 12:18:00,2026-08-27 12:29:00,1,2,ubuntu-latest,0
GHA-5343,user-service,integration-tests.yml,schedule,completed,success,2026-08-27 14:30:00,2026-08-27 14:40:00,1,4,macos-latest,0
GHA-5344,user-service,cd-deploy-k8s.yml,pull_request,completed,success,2026-08-27 16:00:00,2026-08-27 16:20:00,1,6,ubuntu-latest,0
GHA-5345,user-service,security-audit.yml,push,completed,cancelled,2026-08-27 18:01:00,2026-08-27 18:18:00,1,3,macos-latest,3
GHA-5346,web-client,ci-build.yml,push,completed,success,2026-08-27 20:20:00,2026-08-27 20:28:00,1,5,windows-latest,0
GHA-5347,user-service,ci-build.yml,schedule,completed,success,2026-08-27 23:18:00,2026-08-27 23:32:00,1,3,self-hosted-runner,0
GHA-5348,SW2627-AI-ReleaseGuard,ci-build.yml,workflow_dispatch,completed,success,2026-08-28 01:58:00,2026-08-28 02:02:00,1,5,windows-latest,0
GHA-5349,payment-service,release-tagger.yml,workflow_dispatch,completed,success,2026-08-28 04:48:00,2026-08-28 04:58:00,1,7,windows-latest,0
GHA-5350,auth-gateway,security-audit.yml,pull_request,completed,success,2026-08-28 06:13:00,2026-08-28 06:23:00,1,3,macos-latest,0
