deployment_id,pipeline_id,service,environment,deploy_timestamp,deployed_by,status,commit_id,branch,outcome,has_rollback,rollback_id,rollback_reason,matched_incident_id,incident_priority,incident_category,incident_opened_at,incident_resolved_at,time_to_resolution_hours,day_of_week,day_of_week_num,deploy_hour,is_weekend,is_after_hours,time_bucket,deploy_quarter,month_sin,month_cos,priority_bucket,priority_numeric,is_instability,risk_score_weight,sla_breach_flag,escalation_depth,reopen_risk_score,job_duration_seconds,test_pass_rate,security_finding_count,lines_changed,flaky_test_flag,composite_risk_score
DEP-PIPE-1080-080,PIPE-1080,web-frontende,development,2026-08-09 20:56:04,maya_eng,Success,c298da,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Sunday,6,20,1,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1142,0.97,0,769,0,55.0
DEP-PIPE-1081-081,PIPE-1081,notification-worker,production,2026-08-10 00:58:23,alex_dev,Success,c4bb51,feature/auth-refresh,stable,0,,,,,,,,0.0,Monday,0,0,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2113,0.966,1,622,0,39.0
DEP-PIPE-1082-082,PIPE-1082,user-profile,staging,2026-08-10 04:16:53,jordan_qa,Success,c790bf,feature/auth-refresh,stable,0,,,,,,,,0.0,Monday,0,4,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2154,0.9800000000000001,4,734,0,57.0
DEP-PIPE-1083-083,PIPE-1083,payment-apie,development,2026-08-10 05:31:43,jordan_qa,Success,ce968f,release/v2.1,stable,0,,,,,,,,0.0,Monday,0,5,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1921,0.966,3,733,0,51.0
DEP-PIPE-1084-084,PIPE-1084,cart-service,staging,2026-08-10 07:22:02,maya_eng,Success,c84a54,main,stable,0,,,,,,,,0.0,Monday,0,7,0,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2056,0.976,2,556,0,45.0
DEP-PIPE-1085-085,PIPE-1085,cart-servicee,development,2026-08-10 10:22:26,system_bot,Success,c5b19a,main,stable,0,,,,,,,,0.0,Monday,0,10,0,0,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1757,0.97,3,607,0,33.0
DEP-PIPE-1086-086,PIPE-1086,cart-service,production,2026-08-10 13:50:30,maya_eng,Skipped,c88c74,release/v2.1,stable,0,,,,,,,,0.0,Monday,0,13,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2065,0.9460000000000001,1,210,0,21.32
DEP-PIPE-1087-087,PIPE-1087,user-profilee,development,2026-08-10 15:30:24,alex_dev,Success,cdeeb9,feature/auth-refresh,stable,0,,,,,,,,0.0,Monday,0,15,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1230,0.89,2,678,1,31.8
DEP-PIPE-1088-088,PIPE-1088,web-frontend,production,2026-08-10 17:58:47,glory_ops,Skipped,cecc4f,feature/auth-refresh,stable,0,,,,,,,,0.0,Monday,0,17,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1673,0.954,4,611,0,39.0
DEP-PIPE-1089-089,PIPE-1089,auth-service,production,2026-08-10 19:15:04,system_bot,Success,c998c8,main,stable,0,,,,,,,,0.0,Monday,0,19,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1482,0.9339999999999999,2,696,0,46.28
DEP-PIPE-1090-090,PIPE-1090,user-profilee,development,2026-08-10 23:02:08,jordan_qa,Success,cd711e,main,stable,0,,,,,,,,0.0,Monday,0,23,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1902,0.968,2,560,0,45.0
DEP-PIPE-1091-091,PIPE-1091,cart-service,production,2026-08-11 00:50:36,system_bot,Failed,ceab74,release/v2.1,rolled_back,0,,,,,,,,0.0,Tuesday,1,0,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,1,2,0,,,918,0.9179999999999999,4,834,1,94.56
DEP-PIPE-1092-092,PIPE-1092,user-profile,production,2026-08-11 02:07:57,saanvi_lead,Skipped,c8b244,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Tuesday,1,2,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1908,0.9120000000000001,4,796,1,60.04
DEP-PIPE-1093-093,PIPE-1093,inventory-db-migrator,production,2026-08-11 04:57:46,maya_eng,Failed,cd79d0,feature/auth-refresh,rolled_back,0,,,,,,,,0.0,Tuesday,1,4,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,1,2,0,,,1475,0.884,2,495,1,85.28
DEP-PIPE-1094-094,PIPE-1094,inventory-db-migrator,production,2026-08-11 08:08:57,saanvi_lead,Success,c38f19,main,stable,0,,,,,,,,0.0,Tuesday,1,8,0,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2135,0.9719999999999999,1,683,0,39.0
DEP-PIPE-1095-095,PIPE-1095,user-profile,production,2026-08-11 11:03:58,glory_ops,Success,c8ac92,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Tuesday,1,11,0,0,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1142,0.9259999999999999,6,673,0,40.92
DEP-PIPE-1096-096,PIPE-1096,auth-service,staging,2026-08-11 13:26:57,maya_eng,Success,ce44ab,release/v2.1,stable,0,,,,,,,,0.0,Tuesday,1,13,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1988,0.978,2,829,0,27.0
DEP-PIPE-1097-097,PIPE-1097,web-frontende,development,2026-08-11 17:17:19,saanvi_lead,Success,c39d75,main,stable,0,,,,,,,,0.0,Tuesday,1,17,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2064,0.9640000000000001,3,705,0,33.0
DEP-PIPE-1098-098,PIPE-1098,inventory-db-migrator,production,2026-08-11 19:44:10,maya_eng,Success,c9a83d,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Tuesday,1,19,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1465,0.974,2,582,0,45.0
DEP-PIPE-1099-099,PIPE-1099,notification-worker,production,2026-08-11 23:24:24,system_bot,Skipped,cb8230,main,stable,0,,,,,,,,0.0,Tuesday,1,23,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1231,0.9120000000000001,1,290,1,42.04
DEP-PIPE-1100-100,PIPE-1100,notification-worker,production,2026-08-12 02:59:51,jordan_qa,Failed,c9e933,hotfix/payment-timeout,rolled_back,1,RBK-8013,SecurityScanAlert_PostDeploy (Critical CVE in dynamic bundle),,,,,,0.0,Wednesday,2,2,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,1,2,0,,,1289,0.93,3,725,0,87.6
DEP-PIPE-1101-101,PIPE-1101,auth-service,production,2026-08-12 05:14:37,saanvi_lead,Failed,c41025,main,rolled_back,1,RBK-8014,ElevatedErrorRate_5xx (Error budget breached > 2.5%),,,,,,0.0,Wednesday,2,5,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,1,2,0,,,1924,0.9460000000000001,6,837,0,92.32
DEP-PIPE-1102-102,PIPE-1102,auth-service,staging,2026-08-12 07:43:00,maya_eng,Skipped,cab8b4,main,stable,0,,,,,,,,0.0,Wednesday,2,7,0,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2220,0.924,7,549,0,59.08
DEP-PIPE-1103-103,PIPE-1103,payment-api,production,2026-08-12 10:41:27,glory_ops,Skipped,ce5a08,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Wednesday,2,10,0,0,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1454,0.884,8,813,1,44.28
DEP-PIPE-1104-104,PIPE-1104,user-profilee,development,2026-08-12 12:29:38,system_bot,Success,c64087,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Wednesday,2,12,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1344,0.976,3,824,0,33.0
DEP-PIPE-1105-105,PIPE-1105,auth-service,production,2026-08-12 15:09:04,jordan_qa,Skipped,c52f07,main,stable,0,,,,,,,,0.0,Wednesday,2,15,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2169,0.914,1,683,1,23.88
DEP-PIPE-1106-106,PIPE-1106,auth-servicee,development,2026-08-12 16:25:51,jordan_qa,Skipped,cbd51d,main,stable,0,,,,,,,,0.0,Wednesday,2,16,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2060,0.95,7,738,0,39.0
DEP-PIPE-1107-107,PIPE-1107,notification-worker,production,2026-08-12 19:59:20,glory_ops,Success,cf2888,main,stable,0,,,,,,,,0.0,Wednesday,2,19,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2131,0.984,3,500,0,51.0
DEP-PIPE-1108-108,PIPE-1108,auth-service,production,2026-08-12 23:28:01,jordan_qa,Skipped,c1d0ce,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Wednesday,2,23,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1582,0.962,4,747,0,57.0
DEP-PIPE-1109-109,PIPE-1109,notification-worker,production,2026-08-13 01:10:46,maya_eng,Skipped,ce0169,release/v2.1,stable,0,,,,,,,,0.0,Thursday,3,1,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1503,0.958,4,502,0,57.0
DEP-PIPE-1110-110,PIPE-1110,payment-apie,development,2026-08-13 03:22:42,jordan_qa,Success,cb3faf,main,stable,0,,,,,,,,0.0,Thursday,3,3,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1893,0.982,5,615,0,57.0
DEP-PIPE-1111-111,PIPE-1111,notification-worker,production,2026-08-13 07:05:24,system_bot,Success,c7cd04,release/v2.1,stable,0,,,,,,,,0.0,Thursday,3,7,0,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2287,0.958,3,702,0,51.0
DEP-PIPE-1112-112,PIPE-1112,cart-service,production,2026-08-13 08:43:06,alex_dev,Skipped,ca7da0,release/v2.1,stable,0,,,,,,,,0.0,Thursday,3,8,0,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1052,0.958,6,724,0,57.0
DEP-PIPE-1113-113,PIPE-1113,cart-service,production,2026-08-13 12:25:48,jordan_qa,Success,c5a524,release/v2.1,stable,0,,,,,,,,0.0,Thursday,3,12,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2188,0.966,2,716,0,27.0
DEP-PIPE-1114-114,PIPE-1114,user-profile,production,2026-08-13 16:17:38,system_bot,Success,cc65dd,main,stable,0,,,,,,,,0.0,Thursday,3,16,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2424,0.982,1,659,0,21.0
DEP-PIPE-1115-115,PIPE-1115,cart-servicee,development,2026-08-13 17:24:53,maya_eng,Skipped,c59134,main,stable,0,,,,,,,,0.0,Thursday,3,17,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1853,0.95,1,660,0,21.0
DEP-PIPE-1116-116,PIPE-1116,inventory-db-migrator,staging,2026-08-13 19:16:11,system_bot,Success,cd7de0,main,stable,0,,,,,,,,0.0,Thursday,3,19,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1571,0.976,1,570,0,39.0
DEP-PIPE-1117-117,PIPE-1117,inventory-db-migrator,production,2026-08-13 21:32:33,jordan_qa,Success,ce2810,release/v2.1,stable,0,,,,,,,,0.0,Thursday,3,21,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1615,0.974,0,564,0,33.0
DEP-PIPE-1118-118,PIPE-1118,notification-worker,staging,2026-08-13 22:47:29,maya_eng,Skipped,c7b511,feature/auth-refresh,stable,0,,,,,,,,0.0,Thursday,3,22,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1554,0.8960000000000001,4,135,1,61.32
DEP-PIPE-1119-119,PIPE-1119,notification-worker,production,2026-08-14 01:42:16,alex_dev,Success,c3e2e4,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Friday,4,1,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1381,0.966,1,840,0,39.0
DEP-PIPE-1120-120,PIPE-1120,payment-api,staging,2026-08-14 04:15:18,jordan_qa,Success,c78e64,main,stable,0,,,,,,,,0.0,Friday,4,4,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2145,0.97,0,811,0,33.0
DEP-PIPE-1121-121,PIPE-1121,notification-worker,staging,2026-08-14 06:50:03,glory_ops,Success,c1b6e8,release/v2.1,stable,0,,,,,,,,0.0,Friday,4,6,0,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1734,0.97,1,799,0,39.0
DEP-PIPE-1122-122,PIPE-1122,notification-worker,production,2026-08-14 07:59:19,maya_eng,Success,c2c811,main,stable,0,,,,,,,,0.0,Friday,4,7,0,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1089,0.974,0,689,0,33.0
DEP-PIPE-1123-123,PIPE-1123,payment-apie,development,2026-08-14 10:38:46,alex_dev,Success,c68caf,feature/auth-refresh,stable,0,,,,,,,,0.0,Friday,4,10,0,0,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2275,0.992,2,842,0,27.0
DEP-PIPE-1124-124,PIPE-1124,user-profile,production,2026-08-14 12:26:55,jordan_qa,Skipped,c3e601,release/v2.1,stable,0,,,,,,,,0.0,Friday,4,12,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1120,0.8719999999999999,4,265,1,45.24
DEP-PIPE-1125-125,PIPE-1125,auth-service,staging,2026-08-14 15:01:07,system_bot,Success,cb0e90,main,stable,0,,,,,,,,0.0,Friday,4,15,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1553,0.97,2,838,0,27.0
DEP-PIPE-1126-126,PIPE-1126,auth-service,production,2026-08-14 18:42:20,system_bot,Success,c262c6,feature/auth-refresh,stable,0,,,,,,,,0.0,Friday,4,18,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2213,0.976,1,767,0,39.0
DEP-PIPE-1127-127,PIPE-1127,notification-worker,production,2026-08-14 22:06:09,jordan_qa,Success,ce3243,feature/auth-refresh,stable,0,,,,,,,,0.0,Friday,4,22,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,986,0.962,1,841,0,39.0
DEP-PIPE-1128-128,PIPE-1128,web-frontend,production,2026-08-14 23:29:39,saanvi_lead,Success,ce76e6,main,stable,0,,,,,,,,0.0,Friday,4,23,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1782,0.9800000000000001,3,702,0,51.0
DEP-PIPE-1129-129,PIPE-1129,notification-worker,production,2026-08-15 01:07:40,saanvi_lead,Success,c9681f,feature/auth-refresh,stable,0,,,,,,,,0.0,Saturday,5,1,1,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1551,0.978,1,583,0,61.0
DEP-PIPE-1130-130,PIPE-1130,cart-service,production,2026-08-15 03:40:13,saanvi_lead,Failed,ce4228,main,rolled_back,0,,,,,,,,0.0,Saturday,5,3,1,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,1,2,0,,,1537,0.9019999999999999,3,550,1,100.0
DEP-PIPE-1131-131,PIPE-1131,inventory-db-migrator,production,2026-08-15 05:42:46,system_bot,Success,c48889,release/v2.1,stable,0,,,,,,,,0.0,Saturday,5,5,1,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1425,0.974,1,694,0,61.0
DEP-PIPE-1132-132,PIPE-1132,user-profile,production,2026-08-15 08:28:47,maya_eng,Skipped,cc8a3a,main,stable,0,,,,,,,,0.0,Saturday,5,8,1,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1868,0.952,8,584,0,79.0
DEP-PIPE-1133-133,PIPE-1133,notification-workere,development,2026-08-15 09:25:57,system_bot,Success,c75e31,main,stable,0,,,,,,,,0.0,Saturday,5,9,1,0,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1725,0.97,1,697,0,43.0
DEP-PIPE-1134-134,PIPE-1134,auth-servicee,development,2026-08-15 10:34:01,glory_ops,Success,cc3402,release/v2.1,stable,0,,,,,,,,0.0,Saturday,5,10,1,0,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1955,0.974,2,704,0,49.0
DEP-PIPE-1135-135,PIPE-1135,payment-api,production,2026-08-15 12:48:11,maya_eng,Success,cea217,release/v2.1,stable,0,,,,,,,,0.0,Saturday,5,12,1,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2091,0.9800000000000001,2,789,0,49.0
DEP-PIPE-1136-136,PIPE-1136,payment-api,production,2026-08-15 16:30:21,system_bot,Success,c7e9c4,release/v2.1,stable,0,,,,,,,,0.0,Saturday,5,16,1,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1430,0.976,3,616,0,55.0
DEP-PIPE-1137-137,PIPE-1137,web-frontend,production,2026-08-15 18:18:16,jordan_qa,Success,c98586,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Saturday,5,18,1,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1080,0.976,2,577,0,67.0
DEP-PIPE-1138-138,PIPE-1138,user-profilee,development,2026-08-15 19:43:16,alex_dev,Success,cc691c,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Saturday,5,19,1,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1946,0.974,1,448,0,61.0
DEP-PIPE-1139-139,PIPE-1139,payment-api,production,2026-08-15 22:56:41,saanvi_lead,Success,c4f1b5,main,stable,0,,,,,,,,0.0,Saturday,5,22,1,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1292,0.976,3,816,0,73.0
DEP-PIPE-1140-140,PIPE-1140,notification-worker,production,2026-08-16 00:14:51,alex_dev,Success,c98df9,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Sunday,6,0,1,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1802,0.97,1,743,0,61.0
DEP-PIPE-1141-141,PIPE-1141,inventory-db-migrator,production,2026-08-16 04:07:49,jordan_qa,Skipped,c77b1e,main,stable,0,,,,,,,,0.0,Sunday,6,4,1,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1986,0.95,4,509,0,79.0
DEP-PIPE-1142-142,PIPE-1142,payment-api,production,2026-08-16 07:58:09,glory_ops,Failed,c723b6,main,rolled_back,1,RBK-8015,DatabaseDeadlockOnMigration (Schema lock timeout),,,,,,0.0,Sunday,6,7,1,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,1,2,0,,,1696,0.932,9,731,0,100.0
DEP-PIPE-1143-143,PIPE-1143,auth-service,production,2026-08-16 11:02:01,jordan_qa,Failed,ce4076,main,rolled_back,1,RBK-8016,ElevatedErrorRate_5xx (Error budget breached > 2.5%),,,,,,0.0,Sunday,6,11,1,0,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,1,2,0,,,1772,0.93,8,729,0,97.6
DEP-PIPE-1144-144,PIPE-1144,notification-worker,production,2026-08-16 12:45:28,maya_eng,Success,cbe88c,main,stable,0,,,,,,,,0.0,Sunday,6,12,1,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1080,0.966,2,589,0,49.0
DEP-PIPE-1145-145,PIPE-1145,payment-api,production,2026-08-16 15:59:53,maya_eng,Success,cc99bb,feature/auth-refresh,stable,0,,,,,,,,0.0,Sunday,6,15,1,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1329,0.982,2,844,0,49.0
DEP-PIPE-1146-146,PIPE-1146,cart-service,production,2026-08-16 19:54:11,system_bot,Failed,c5c3b9,hotfix/payment-timeout,rolled_back,1,RBK-8017,SecurityScanAlert_PostDeploy (Critical CVE in dynamic bundle),,,,,,0.0,Sunday,6,19,1,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,1,2,0,,,1220,0.9099999999999999,3,697,1,100.0
DEP-PIPE-1147-147,PIPE-1147,web-frontend,production,2026-08-16 22:48:34,saanvi_lead,Success,cb6ee5,main,stable,0,,,,,,,,0.0,Sunday,6,22,1,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1852,0.962,0,721,0,55.0
DEP-PIPE-1148-148,PIPE-1148,user-profile,staging,2026-08-17 01:59:02,glory_ops,Skipped,cb621c,main,stable,0,,,,,,,,0.0,Monday,0,1,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,2184,0.9179999999999999,7,683,1,59.56
DEP-PIPE-1149-149,PIPE-1149,web-frontend,production,2026-08-17 05:42:42,alex_dev,Success,c44489,main,stable,0,,,,,,,,0.0,Monday,0,5,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1993,0.96,4,804,0,57.0
DEP-PIPE-1150-150,PIPE-1150,notification-worker,production,2026-08-17 06:47:53,saanvi_lead,Failed,c6ac23,release/v2.1,rolled_back,1,RBK-8018,ElevatedErrorRate_5xx (Error budget breached > 2.5%),,,,,,0.0,Monday,0,6,0,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,1,2,0,,,1065,0.898,4,428,1,96.16
DEP-PIPE-1151-151,PIPE-1151,notification-worker,production,2026-08-17 10:22:55,maya_eng,Success,cd09c7,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Monday,0,10,0,0,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1830,0.966,2,807,0,27.0
DEP-PIPE-1152-152,PIPE-1152,web-frontend,production,2026-08-17 11:20:48,jordan_qa,Skipped,c2f236,main,stable,0,,,,,,,,0.0,Monday,0,11,0,0,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1736,0.9279999999999999,7,844,0,40.76
DEP-PIPE-1153-153,PIPE-1153,notification-worker,production,2026-08-17 14:12:27,alex_dev,Success,cccf35,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Monday,0,14,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1646,0.966,2,539,0,27.0
DEP-PIPE-1154-154,PIPE-1154,payment-api,production,2026-08-17 17:39:11,glory_ops,Skipped,c64cf4,feature/auth-refresh,stable,0,,,,,,,,0.0,Monday,0,17,0,0,Afternoon (12:00-18:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1559,0.868,2,665,1,33.56
DEP-PIPE-1155-155,PIPE-1155,cart-service,production,2026-08-17 19:56:13,saanvi_lead,Success,c8055b,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Monday,0,19,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1437,0.9640000000000001,0,813,0,33.0
DEP-PIPE-1156-156,PIPE-1156,inventory-db-migrator,production,2026-08-17 21:57:04,glory_ops,Success,c792b4,main,stable,0,,,,,,,,0.0,Monday,0,21,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1244,0.974,0,847,0,33.0
DEP-PIPE-1157-157,PIPE-1157,payment-api,production,2026-08-17 23:18:12,jordan_qa,Success,c99544,feature/auth-refresh,stable,0,,,,,,,,0.0,Monday,0,23,0,1,Evening (18:00-24:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1438,0.8939999999999999,4,424,1,61.48
DEP-PIPE-1158-158,PIPE-1158,user-profile,production,2026-08-18 01:49:48,saanvi_lead,Success,c810fe,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Tuesday,1,1,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1616,0.968,3,787,0,51.0
DEP-PIPE-1159-159,PIPE-1159,payment-api,production,2026-08-18 04:31:56,maya_eng,Success,c424b5,main,stable,0,,,,,,,,0.0,Tuesday,1,4,0,1,Night (00:00-06:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1096,0.9719999999999999,0,631,0,33.0
DEP-PIPE-1160-160,PIPE-1160,notification-workere,development,2026-08-18 06:33:23,maya_eng,Success,c39b1f,release/v2.1,stable,0,,,,,,,,0.0,Tuesday,1,6,0,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1544,0.9800000000000001,2,809,0,45.0
DEP-PIPE-1161-161,PIPE-1161,inventory-db-migrator,production,2026-08-18 07:30:49,alex_dev,Skipped,ca0901,hotfix/payment-timeout,stable,0,,,,,,,,0.0,Tuesday,1,7,0,1,Morning (06:00-12:00),Q3,-0.8660254037844385,-0.5000000000000004,None / Stable,5,0,0,0,,,1104,0.908,3,215,1,54.36
